id,name,link,immunity_condition,immunity_damage,def,hits,habitat,exp,speed,resist,saving,debility,languages,feels,skill_bonus,source,strength,dexterity,constitution,intelligence,wisdom,charisma,brief_inf
64,Афемия [Aphemia],https://dnd.su/bestiary/7192-aphemia/,"испуг?, очарование?",,15,52 (8к8 + 16) ,,5 (1800 опыта),"20 футов, летая 50 футов",некротическая энергия,"Лов +6, Хар +6",,Общий,"тёмное зрение? 120 футов, пассивное Восприятие 15",+3 ,«Mythic Odysseys of Theros»,"[13, 1]","[16, 3]","[15, 2]","[13, 1]","[14, 2]","[16, 3]","Средний? Монстр, хаотично-злой"
65,Ааракокра рулевой [Aarakocra Spelljammer],https://dnd.su/bestiary/9270-aarakocra-spelljammer/,,,12,40 (9к8) ,город,6 (2300 опыта),"30 футов, летая 50 футов",,,,Все,пассивное Восприятие 11,+3 ,«Spelljammer: Adventures in Space»,"[9, -1]","[14, 2]","[11, 0]","[17, 3]","[12, 1]","[11, 0]","Средний? Гуманоид, любое мировоззрение"
66,Арло Киттлтоу (9-11 уровня) [Arlo Kettletoe (Levels 9-11)],https://dnd.su/bestiary/12716-arlo-kettletoe-levels-9-11/,,,12,40 (9к8) ,,6 (2300 опыта),30 футов,,,,знает до 4 любых языков,пассивное Восприятие 11,+3 ,«Keys from the Golden Vault»,"[9, -1]","[14, 2]","[11, 0]","[17, 3]","[12, 1]","[11, 0]","Средний? Гуманоид (полурослик), нейтральный, именной НИП"
67,Ашанн [Ashann],https://dnd.su/bestiary/7889-ashann/,,,12,91 (14к8 + 28) ,,6 (2300 опыта),25 футов,психическая энергия,"Мдр +5, Хар +7",,Знает Общий и ещё два языка.,"тёмное зрение? 60 футов, пассивное Восприятие 15",+3 ,«Critical Role: Call of the Netherdeep»,"[12, 1]","[15, 2]","[14, 2]","[16, 3]","[15, 2]","[18, 4]","Маленький? Гуманоид (Чародей, Гном), хаотично-нейтральный, именной НИП"
68,Аериси Калинос [Aerisi Kalinoth],https://dnd.su/bestiary/3658-aerisi-kalinoth/,,,13,66 (12к8 + 12) ,,7 (2900 опыта),30 футов,электричество,,,"Общий, Ауран, Эльфийский","тёмное зрение? 30 футов, пассивное Восприятие 13",+3 ,«Princes of the Apocalypse»,"[8, -1]","[16, 3]","[12, 1]","[17, 3]","[10, 0]","[16, 3]","Средний? Гуманоид (эльф), нейтрально-злой, именной НИП"
69,Алчность [Avarice],https://dnd.su/bestiary/5731-avarice/,,,13,84 (13к8 + 26) ,,7 (2900 опыта),30 футов,"огонь, холод","Инт +6, Мдр +3",,"Общий, Драконий, Инфернальный, Орочий, Язык Йети","тёмное зрение? 60 футов, пассивное Восприятие 10",+3 ,«Icewind Dale: Rime of the Frostmaiden»,"[8, -1]","[16, 3]","[14, 2]","[17, 3]","[10, 0]","[9, -1]","Средний? Гуманоид (тифлинг), нейтрально-злой, именной НИП"
70,Альфа грик [Grick alpha],https://dnd.su/bestiary/189-grick-alpha/,,,18,75 (10к10 + 20) ,"лес, подземье",7 (2900 опыта),"30 футов, лазая 20 футов","дробящий, колющий, рубящий от немагических атак",,,,"тёмное зрение? 60 футов, пассивное Восприятие 12",+3 ,«Monster manual»,"[18, 4]","[16, 3]","[15, 2]","[4, -3]","[14, 2]","[9, -1]","Большой? Монстр, нейтральный"
71,Арманит [Armanite],https://dnd.su/bestiary/6465-armanite/,отравление?,яд,16,94 (9к10 + 45) ,подземье,7 (2900 опыта),60 футов,"огонь, холод, электричество",,,"Бездны, Телепатия 120 фт.","тёмное зрение? 120 футов, пассивное Восприятие 11",+3 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[21, 5]","[18, 4]","[21, 5]","[8, -1]","[12, 1]","[13, 1]","Большое? Исчадие (демон), обычно хаотично-злое"
72,Артус Симбер [Artus Cimber],https://dnd.su/bestiary/6006-artus-cimber/,,,14,82 (15к8 + 15) ,,7 (2900 опыта),30 футов,,"Лов +5, Хар +7",,"Общий, Гоблинский, Дварфийский, Драконий",пассивное Восприятие 13,+3 ,«Tomb of Annihilation»,"[10, 0]","[15, 2]","[13, 1]","[17, 3]","[16, 3]","[18, 4]","Средний? Гуманоид (человек), хаотично-добрый, именной НИП"
73,Астральный эльф командир [Astral Elf Commander],https://dnd.su/bestiary/8703-astral-elf-commander/,,,17,143 (26к8 + 26) ,,7 (2900 опыта),30 футов,,"Лов +5, Тел +4, Мдр +7, Хар +7",,"Общий, Небесный, Эльфийский","тёмное зрение? 60 футов, пассивное Восприятие 14",+3 ,«Spelljammer: Adventures in Space»,"[12, 1]","[15, 2]","[13, 1]","[18, 4]","[18, 4]","[18, 4]","Средний? Гуманоид, любое мировоззрение"
74,Аберрантный зилот [Aberrant zealot],https://dnd.su/bestiary/12494-aberrant-zealot/,"захват?, испуг?, опутанность?, ослепление?, очарование?",,16,93 (17к8 + 17) ,,8 (3900 опыта),30 футов,психическая энергия,"Лов +7, Хар +7",,"Общий, Глубинная речь","истинное зрение? 10 футов, тёмное зрение? 60 футов, пассивное Восприятие 15",+3 ,«Phandelver and Below: The Shattered Obelisk»,"[15, 2]","[18, 4]","[12, 1]","[13, 1]","[8, -1]","[19, 4]","Средняя? Аберрация, хаотично-злая"
75,Айо Джабе (3-го уровня) [Ayo Jabe (Tier 3)],https://dnd.su/bestiary/7792-ayo-jabe-tier-3/,испуг?,,17,150 (20к8 + 60) ,,8 (3900 опыта),"30 футов, плавая 30 футов",кислота,"Сил +6, Лов +8",,"Общий, Гоблинский, Орочий",пассивное Восприятие 16,+3 ,«Critical Role: Call of the Netherdeep»,"[16, 3]","[20, 5]","[16, 3]","[10, 0]","[16, 3]","[14, 2]","Средний? Гуманоид (Следопыт, Дженази воды), хаотично-добрый, именной НИП"
76,Айсар Кроненстром [Isarr Kronenstrom],https://dnd.su/bestiary/5765-isarr-kronenstrom/,,,15,117 (18к8 + 36) ,,8 (3900 опыта),30 футов,,,,Общий,"тёмное зрение? 60 футов, пассивное Восприятие 15",+3 ,«Icewind Dale: Rime of the Frostmaiden»,"[16, 3]","[16, 3]","[15, 2]","[14, 2]","[15, 2]","[16, 3]","Средний? Гуманоид (человек), хаотично-злой, именной НИП"
77,Ал’хайя [Al’chaia],https://dnd.su/bestiary/5631-alchaia/,,,18,140 (25к8 + 28) ,,8 (3900 опыта),30 футов,,"Тел +5, Инт +5, Мдр +5",,Гитский,пассивное Восприятие 12,+3 ,«Waterdeep: Dungeon of the Mad Mage»,"[16, 3]","[14, 2]","[15, 2]","[14, 2]","[14, 2]","[15, 2]","Средний? Гуманоид (гит), законно-злой, именной НИП"
78,Арадрина Сова [Aradrine the Owl],https://dnd.su/bestiary/7888-aradrine-the-owl/,,,13,127 (17к8 + 51) ,,8 (3900 опыта),40 футов,"психическая энергия, холод","Мдр +6, Хар +8",,"Общий, Великаний, Телепатия 60 фт.","истинное зрение? 60 футов, пассивное Восприятие 16",+3 ,«Critical Role: Call of the Netherdeep»,"[13, 1]","[16, 3]","[16, 3]","[15, 2]","[17, 3]","[20, 5]","Средний? Гуманоид (чародей, голиаф), законно-нейтральный, именной НИП"
79,Арригал [Arrigal],https://dnd.su/bestiary/4680-arrigal/,,,15,78 (12к8 + 24) ,,8 (3900 опыта),30 футов,яд,"Лов +6, Инт +4",,Воровской жаргон,пассивное Восприятие 13,+3 ,«Curse of Strahd»,"[11, 0]","[16, 3]","[14, 2]","[13, 1]","[11, 0]","[10, 0]","Средний? Гуманоид, любое мировоззрение кроме доброго, именной НИП"
80,Архонт-страж [Warden Archon],https://dnd.su/bestiary/13041-warden-archon/,"испуг?, истощение?, очарование?, паралич?",электричество,18,136 (16к10 + 48) ,,8 (3900 опыта),"30 футов, лазая 30 футов",,"Тел +6, Мдр +7",,Все,"истинное зрение? 30 футов, тёмное зрение? 120 футов, пассивное Восприятие 20",+3 ,«Planescape: Adventures in the Multiverse»,"[20, 5]","[10, 0]","[17, 3]","[15, 2]","[18, 4]","[18, 4]","Большой? Небожитель, законно-добрый"
81,Астральный эльф аристократ [Astral Elf Aristocrat],https://dnd.su/bestiary/8702-astral-elf-aristocrat/,,,16,103 (23к8) ,,8 (3900 опыта),30 футов,,"Инт +8, Мдр +7, Хар +7",,"Общий, Драконий, Небесный, Эльфийский","тёмное зрение? 60 футов, пассивное Восприятие 14",+3 ,«Spelljammer: Adventures in Space»,"[11, 0]","[14, 2]","[10, 0]","[21, 5]","[18, 4]","[18, 4]","Средний? Гуманоид (волшебник), любое мировоззрение"
82,Амерго [Ahmaergo],https://dnd.su/bestiary/5100-ahmaergo/,,,18,143 (22к8 + 44) ,,9 (5000 опыта),25 футов,яд,"Сил +9, Тел +6",,"Общий, Дварфийский, Подземный","тёмное зрение? 60 футов, пассивное Восприятие 16",+4 ,«Waterdeep: Dragon Heist»,"[20, 5]","[15, 2]","[14, 2]","[15, 2]","[14, 2]","[12, 1]","Средний? Гуманоид (дварф), законно-злой, именной НИП"
83,Анхолокс [Anhkolox],https://dnd.su/bestiary/10566-anhkolox/,"испуг?, истощение?, отравление?, очарование?",яд,15,157 (15к12 + 60) ,,9 (5000 опыта),50 футов,,Мдр +6,,,"тёмное зрение? 60 футов, пассивное Восприятие 16",+4 ,«Dragonlance: Shadow of the Dragon Queen»,"[22, 6]","[11, 0]","[18, 4]","[4, -3]","[14, 2]","[2, -4]","Огромная? Нежить, нейтрально-злая"
84,Аббат [The Abbot],https://dnd.su/bestiary/4671-the-abbot/,"очарование?, истощение?, испуг?",,17,136 (16к8 + 64) ,,10 (5900 опыта),"30 футов, летая 90 футов","излучение; дробящий, колющий, рубящий от немагических атак","Мдр +9, Хар +9",,"Все, Телепатия 120 фт.","тёмное зрение? 120 футов, пассивное Восприятие 19",+4 ,«Curse of Strahd»,"[18, 4]","[18, 4]","[18, 4]","[17, 3]","[20, 5]","[20, 5]","Средний? Небожитель, законно-злой, именной НИП"
85,Аболет [Aboleth],https://dnd.su/bestiary/31-aboleth/,,,17,135 (18к10 + 36) ,подземье,10 (5900 опыта),"10 футов, плавая 40 футов",,"Тел +6, Инт +8, Мдр +6",,"Глубинная речь, Телепатия 120 фт.","тёмное зрение? 120 футов, пассивное Восприятие 20",+4 ,«Monster manual»,"[21, 5]","[9, -1]","[15, 2]","[18, 4]","[15, 2]","[18, 4]","Большая? Аберрация, законно-злая"
86,Алая погибель [Red Ruin],https://dnd.su/bestiary/10605-red-ruin/,,,20,150 (20к8 + 60) ,,10 (5900 опыта),30 футов,огонь,"Сил +8, Лов +5",,"Общий, Драконий",пассивное Восприятие 16,+4 ,«Dragonlance: Shadow of the Dragon Queen»,"[19, 4]","[12, 1]","[17, 3]","[13, 1]","[14, 2]","[15, 2]","Средний? Гуманоид, законно-злой, именной НИП"
87,Аликсиан Охотник [Alyxian the Hunter],https://dnd.su/bestiary/7820-alyxian-the-hunter/,"испуг?, истощение?, окаменение?, отравление?, очарование?, паралич?","психическая энергия, яд; дробящий, колющий, рубящий от немагических атак, кроме нанесённых адамантиновым оружием",17,178 (17к10 + 85) ,,10 (5900 опыта),"30 футов, плавая 30 футов",,,,"понимает языки своего создателя, но не говорит","тёмное зрение? 120 футов, пассивное Восприятие 10",+4 ,«Critical Role: Call of the Netherdeep»,"[22, 6]","[9, -1]","[20, 5]","[3, -4]","[11, 0]","[1, -5]","Средний? Конструкт, без мировоззрения, именной НИП"
88,Алхун [Alhoon],https://dnd.su/bestiary/6458-alhoon/,"отравление?, паралич?, очарование?, испуг?, истощение?",яд,15,150 (20к8 + 60) ,подземье,10 (5900 опыта),"30 футов, летая 15 футов (парит)","некротическая энергия, холод, электричество","Тел +7, Инт +8, Мдр +7, Хар +7",,"Глубинная речь, Подземный, Телепатия 120 фт.","истинное зрение? 120 футов, пассивное Восприятие 17",+4 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[11, 0]","[12, 1]","[16, 3]","[19, 4]","[17, 3]","[17, 3]","Средняя? Нежить (свежеватель разума, волшебник), любое злое мировоззрение"
